,Initial Value,Final Value,Number of Votes,Yays,Majority Party Size,Distance between Medians,Majority St. Dev.,Majority Round Adjustment,Minority St. Dev.,Minority Round Adjustment
43,0.11141833813054856,0.04141833813054857,8.0,54.0,51.0,0.0,0.1,0.01,0.1,0.01
44,0.0026958046323406547,0.0026958046323406547,5.0,51.0,51.0,0.0,0.1,0.01,0.1,0.01
45,-0.04974409474621287,-0.0005029800586216707,6.0,51.0,51.0,0.0,0.1,0.01,0.1,0.01
46,-0.051779949369767084,0.008220050630232914,7.0,54.0,51.0,0.0,0.1,0.01,0.1,0.01
47,-0.004973625261638226,-0.004973625261638226,7.0,57.0,51.0,0.0,0.1,0.01,0.1,0.01
48,0.18735107823545297,0.09735107823545297,10.0,59.0,51.0,0.0,0.1,0.01,0.1,0.01
49,0.010907565201732826,0.010907565201732826,7.0,60.0,51.0,0.0,0.1,0.01,0.1,0.01
50,0.05080134756791266,0.0008013475679126553,6.0,55.0,51.0,0.0,0.1,0.01,0.1,0.01
51,-0.14617572440812937,-0.07617572440812936,8.0,58.0,51.0,0.0,0.1,0.01,0.1,0.01
52,0.16014576304892644,0.08014576304892644,9.0,60.0,51.0,0.0,0.1,0.01,0.1,0.01
53,0.06627680821544112,0.006276808215441118,7.0,53.0,51.0,0.0,0.1,0.01,0.1,0.01
54,-0.0519325770938554,-0.021932577093855404,4.0,53.0,51.0,0.0,0.1,0.01,0.1,0.01
55,-0.021717288187956166,-0.021717288187956166,5.0,51.0,51.0,0.0,0.1,0.01,0.1,0.01
56,0.010447206442047254,0.015896264322273458,5.0,53.0,51.0,0.0,0.1,0.01,0.1,0.01
57,-0.1884542240938083,-0.0884542240938083,11.0,55.0,51.0,0.0,0.1,0.01,0.1,0.01
58,-0.008281712139752975,-0.008281712139752975,7.0,52.0,51.0,0.0,0.1,0.01,0.1,0.01
59,-0.08035190355959039,-0.030351903559590387,6.0,53.0,51.0,0.0,0.1,0.01,0.1,0.01
60,0.08696670155851884,0.03696670155851883,6.0,51.0,51.0,0.0,0.1,0.01,0.1,0.01
61,0.012146552403237887,0.012146552403237887,6.0,51.0,51.0,0.0,0.1,0.01,0.1,0.01
62,0.0012043168112634978,-0.00325592272527696,5.0,52.0,51.0,0.0,0.1,0.01,0.1,0.01
63,0.025189126039474933,0.013994399207477193,6.0,52.0,51.0,0.0,0.1,0.01,0.1,0.01
64,-0.018392243504505138,-0.018392243504505138,4.0,51.0,51.0,0.0,0.1,0.01,0.1,0.01
65,0.22350706519233912,0.10350706519233913,13.0,55.0,51.0,0.0,0.1,0.01,0.1,0.01
